//X,Y,Z,Classification
1813.0,13716.0,13512.0,0.0
1679.0,12736.0,12817.0,0.0
1653.0,12581.0,12933.0,0.0
1636.0,12480.0,13106.0,0.0
1616.0,12360.0,13260.0,0.0
1609.0,12335.0,13519.0,0.0
1601.0,12311.0,13786.0,0.0
1588.0,12238.0,14003.0,0.0
1574.0,12153.0,14209.0,0.0
1556.0,12036.0,14381.0,0.0
1544.0,11966.0,14612.0,0.0
1538.0,11929.0,14890.0,0.0
1527.0,11870.0,15146.0,0.0
1516.0,11790.0,15381.0,0.0
1509.0,11744.0,15667.0,0.0
1499.0,11676.0,15928.0,0.0
1489.0,11607.0,16196.0,0.0
1482.0,11556.0,16496.0,0.0
1473.0,11476.0,16763.0,0.0
1463.0,11406.0,17050.0,0.0
1457.0,11346.0,17360.0,0.0
1451.0,11290.0,17686.0,0.0
1450.0,11269.0,18079.0,0.0
1443.0,11197.0,18402.0,0.0
1436.0,11128.0,18738.0,0.0
1789.0,13819.0,23852.0,0.0
1744.0,13440.0,23783.0,0.0
1681.0,12911.0,23434.0,0.0
1643.0,12581.0,23428.0,0.0
1789.0,13644.0,26076.0,0.0
1747.0,13255.0,26010.0,0.0
1715.0,12953.0,26108.0,0.0
1671.0,12553.0,26003.0,0.0
1633.0,12186.0,25954.0,0.0
1589.0,11786.0,25821.0,0.0
1563.0,11509.0,25950.0,0.0
1624.0,11865.0,27550.0,0.0
1647.0,11930.0,28544.0,0.0
1648.0,11827.0,29176.0,0.0
1632.0,11585.0,29492.0,0.0
1610.0,11307.0,29722.0,0.0
1593.0,11053.0,30024.0,0.0
1579.0,10811.0,30374.0,0.0
0.0,0.0,0.0,0.0
1586.0,10551.0,31797.0,0.0
1545.0,10111.0,31610.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1406.0,8493.0,31118.0,0.0
1378.0,8128.0,31097.0,0.0
1365.0,7846.0,31400.0,0.0
1373.0,7672.0,32176.0,0.0
1381.0,7487.0,32973.0,0.0
1064.0,5584.0,25882.0,0.0
1092.0,5527.0,27028.0,0.0
1082.0,5270.0,27273.0,0.0
1060.0,4950.0,27187.0,0.0
1039.0,4636.0,27115.0,0.0
1018.0,4318.0,27010.0,0.0
999.0,4009.0,26940.0,0.0
979.0,3697.0,26821.0,0.0
961.0,3392.0,26740.0,0.0
943.0,3089.0,26652.0,0.0
926.0,2788.0,26564.0,0.0
869.0,2379.0,25281.0,0.0
863.0,2118.0,25447.0,0.0
854.0,1849.0,25544.0,0.0
865.0,1614.0,26227.0,0.0
853.0,1328.0,26175.0,0.0
563.0,698.0,17487.0,0.0
827.0,757.0,25970.0,0.0
816.0,475.0,25924.0,0.0
755.0,183.0,24190.0,0.0
744.0,-77.0,24099.0,0.0
736.0,-336.0,24060.0,0.0
