//X,Y,Z,Classification
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-23303,45615,38964,0.0
0,0,0,0.0
-22892,43124,38494,0.0
0,0,0,0.0
0,0,0,0.0
-19629,34879,33262,0.0
0,0,0,0.0
-19282,32929,32824,0.0
-19220,32173,32790,0.0
-19143,31403,32725,0.0
0,0,0,0.0
0,0,0,0.0
-18677,28807,32111,0.0
-18794,28387,32367,0.0
-18557,27442,32009,0.0
-18090,26187,31252,0.0
-18175,25749,31445,0.0
-18071,25049,31308,0.0
-17829,24174,30929,0.0
-17943,23792,31165,0.0
-17889,23190,31106,0.0
0,0,0,0.0
0,0,0,0.0
-17543,21212,30596,0.0
-17214,20324,30050,0.0
-17298,19935,30219,0.0
-17642,19838,30843,0.0
-17837,19565,31207,0.0
-17764,18994,31096,0.0
-19352,20167,33897,0.0
-19255,19545,33741,0.0
-19211,18986,33678,0.0
-19094,18364,33486,0.0
-19037,17807,33396,0.0
-18985,17263,33314,0.0
-18934,16725,33230,0.0
-18840,16158,33070,0.0
-18813,15655,33026,0.0
-18792,15160,32988,0.0
0,0,0,0.0
-18620,14088,32683,0.0
-18536,13564,32531,0.0
-18517,13094,32492,0.0
-18523,12645,32495,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18309,10736,32071,0.0
0,0,0,0.0
-18024,9716,31537,0.0
-18097,9331,31646,0.0
-18517,9117,32361,0.0
-18950,8890,33094,0.0
-15674,6992,27351,0.0
-15631,6614,27253,0.0
-15597,6244,27172,0.0
-15559,5876,27082,0.0
-15523,5512,26993,0.0
-15508,5158,26938,0.0
-15468,4799,26841,0.0
-15435,4445,26755,0.0
-15415,4098,26689,0.0
-15382,3750,26601,0.0
-15355,3405,26519,0.0
-15328,3064,26440,0.0
-15297,2724,26350,0.0
-15287,2390,26296,0.0
-15254,2056,26202,0.0
-15219,1722,26101,0.0
-15220,1396,26064,0.0
-15192,1068,25974,0.0
-15168,743,25891,0.0
-15141,419,25800,0.0
-15135,98,25743,0.0
-15085,-220,25612,0.0
-16146,-576,27365,0.0
-16221,-920,27439,0.0
-15710,-1221,26522,0.0
-15882,-1566,26759,0.0
-15967,-1908,26846,2.0
-15955,-2239,26770,2.0
-15880,-2559,26585,2.0
-15896,-2891,26552,2.0
0,0,0,0.0
-15967,-3564,26550,2.0
-15979,-3896,26505,2.0
-15890,-4202,26293,2.0
-15891,-4530,26230,2.0
-15899,-4858,26174,2.0
-16070,-5241,26387,2.0
-15941,-5526,26105,2.0
-15885,-5831,25942,2.0
-15873,-6152,25851,2.0
-15881,-6479,25789,2.0
-15974,-6843,25863,2.0
-15970,-7167,25779,2.0
-15935,-7476,25645,2.0
-15986,-7827,25649,2.0
-15975,-8147,25548,2.0
-15881,-8424,25318,2.0
-15914,-8766,25286,2.0
-15866,-9063,25124,2.0
-15961,-9443,25187,2.0
-15928,-9748,25045,2.0
-15962,-10095,25010,2.0
-15967,-10424,24926,2.0
-15946,-10737,24799,2.0
0,0,0,0.0
-16049,-11464,24767,2.0
0,0,0,0.0
-16060,-12130,24586,2.0
-16071,-12469,24501,2.0
-16059,-12790,24379,2.0
-16136,-13185,24390,2.0
-16143,-13524,24294,2.0
-16152,-13865,24197,2.0
-16147,-14195,24079,2.0
0,0,0,0.0
-16227,-14940,23970,2.0
-16260,-15309,23901,2.0
-16323,-15710,23875,2.0
-16325,-16054,23755,0.0
-16181,-16252,23423,0.0
-16051,-16459,23113,0.0
-17098,-17894,24488,0.0
-15764,-16832,22452,0.0
-15497,-16876,21947,0.0
-15527,-17239,21862,0.0
-15571,-17622,21796,0.0
-15600,-17989,21705,0.0
-15651,-18384,21641,0.0
-15687,-18766,21555,0.0
-15732,-19162,21479,0.0
-15759,-19538,21375,0.0
-15805,-19939,21292,0.0
-15859,-20356,21218,0.0
-15910,-20773,21136,0.0
-15967,-21202,21061,0.0
-15993,-21591,20940,0.0
-16060,-22043,20871,0.0
-16111,-22474,20775,0.0
-16158,-22906,20673,0.0
-16206,-23341,20567,0.0
-16272,-23805,20479,0.0
-16310,-24238,20354,0.0
-1061,-1602,1313,0.0
-1039,-1592,1274,0.0
-1053,-1639,1280,0.0
-1041,-1644,1254,0.0
-1052,-1688,1256,0.0
-1032,-1679,1219,0.0
-1035,-1709,1210,0.0
-1053,-1764,1219,0.0
-1034,-1759,1184,0.0
-1053,-1816,1192,0.0
-1004,-1756,1124,0.0
-1016,-1801,1124,0.0
-1035,-1861,1132,0.0
-1051,-1917,1135,0.0
-1010,-1867,1077,0.0
-997,-1869,1050,0.0
-1008,-1915,1047,0.0
-965,-1860,989,0.0
-71,-140,72,0.0
-64,-127,64,0.0
-79,-160,79,0.0
-79,-162,76,0.0
-83,-171,78,0.0
-87,-183,82,0.0
-81,-173,75,0.0
-96,-206,86,0.0
-94,-206,84,0.0
-100,-220,86,0.0
-110,-246,93,0.0
-138,-311,115,0.0
-140,-323,115,0.0
-142,-329,114,0.0
-138,-326,108,0.0
-138,-329,105,0.0
-132,-320,98,0.0
-126,-308,91,0.0
-125,-312,88,0.0
-123,-307,84,0.0
-121,-310,80,0.0
-119,-309,77,0.0
-117,-306,72,0.0
-119,-318,71,0.0
-119,-319,68,0.0
-122,-331,67,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-22591,45192,38909,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-21659,39308,37777,0.0
0,0,0,0.0
0,0,0,0.0
-18500,31619,32473,0.0
-18687,31297,32864,0.0
0,0,0,0.0
-18229,29300,32175,0.0
0,0,0,0.0
0,0,0,0.0
-18260,27554,32383,0.0
-17626,26035,31305,0.0
