//X,Y,Z,Classification
1750.0,13239.0,13043.0,0.0
1732.0,13145.0,13228.0,0.0
1723.0,13117.0,13483.0,0.0
1715.0,13081.0,13737.0,0.0
1696.0,12979.0,13923.0,0.0
1684.0,12908.0,14147.0,0.0
1667.0,12814.0,14349.0,0.0
1645.0,12665.0,14491.0,0.0
1636.0,12630.0,14767.0,0.0
1627.0,12584.0,15035.0,0.0
1551.0,12014.0,14672.0,0.0
1598.0,12400.0,15477.0,0.0
1597.0,12408.0,15833.0,0.0
1588.0,12354.0,16115.0,0.0
1578.0,12283.0,16385.0,0.0
1568.0,12217.0,16668.0,0.0
1558.0,12146.0,16948.0,0.0
1549.0,12076.0,17238.0,0.0
1541.0,12010.0,17542.0,0.0
1531.0,11928.0,17830.0,0.0
1524.0,11866.0,18156.0,0.0
1515.0,11792.0,18473.0,0.0
1508.0,11717.0,18798.0,0.0
1500.0,11638.0,19128.0,0.0
1494.0,11569.0,19483.0,0.0
1489.0,11506.0,19861.0,0.0
1486.0,11452.0,20265.0,0.0
1473.0,11315.0,20536.0,0.0
1465.0,11213.0,20879.0,0.0
1693.0,12904.0,24661.0,0.0
1717.0,13033.0,25573.0,0.0
1698.0,12824.0,25850.0,0.0
1660.0,12473.0,25836.0,0.0
1630.0,12171.0,25921.0,0.0
1635.0,12121.0,26556.0,0.0
1708.0,12580.0,28364.0,0.0
1717.0,12543.0,29123.0,0.0
1710.0,12382.0,29628.0,0.0
1674.0,12009.0,29628.0,0.0
1657.0,11766.0,29953.0,0.0
1642.0,11533.0,30317.0,0.0
1619.0,11238.0,30526.0,0.0
1659.0,11362.0,31921.0,0.0
0.0,0.0,0.0,0.0
1589.0,10571.0,31857.0,0.0
1550.0,10136.0,31689.0,0.0
0.0,0.0,0.0,0.0
1483.0,9353.0,31570.0,0.0
1436.0,8871.0,31174.0,0.0
1420.0,8583.0,31447.0,0.0
1426.0,8411.0,32182.0,0.0
1161.0,6673.0,26707.0,0.0
1171.0,6541.0,27432.0,0.0
1152.0,6244.0,27500.0,0.0
1126.0,5909.0,27391.0,0.0
1103.0,5585.0,27312.0,0.0
1079.0,5255.0,27190.0,0.0
1058.0,4938.0,27118.0,0.0
1037.0,4625.0,27049.0,0.0
1017.0,4313.0,26978.0,0.0
998.0,4002.0,26888.0,0.0
979.0,3698.0,26830.0,0.0
960.0,3390.0,26726.0,0.0
943.0,3089.0,26649.0,0.0
927.0,2791.0,26580.0,0.0
911.0,2495.0,26514.0,0.0
897.0,2201.0,26444.0,0.0
882.0,1908.0,26356.0,0.0
867.0,1618.0,26285.0,0.0
855.0,1331.0,26230.0,0.0
835.0,1034.0,25919.0,0.0
819.0,748.0,25698.0,0.0
812.0,472.0,25779.0,0.0
808.0,196.0,25906.0,0.0
795.0,-82.0,25731.0,0.0
788.0,-360.0,25777.0,0.0
780.0,-637.0,25703.0,0.0
772.0,-911.0,25641.0,0.0
765.0,-1185.0,25569.0,0.0
757.0,-1458.0,25498.0,0.0
751.0,-1729.0,25434.0,0.0
745.0,-2000.0,25364.0,0.0
739.0,-2267.0,25280.0,0.0
735.0,-2536.0,25214.0,0.0
730.0,-2802.0,25144.0,0.0
726.0,-3069.0,25072.0,0.0
724.0,-3337.0,25021.0,0.0
721.0,-3600.0,24946.0,0.0
719.0,-3865.0,24873.0,0.0
718.0,-4132.0,24827.0,0.0
716.0,-4390.0,24730.0,0.0
717.0,-4657.0,24687.0,0.0
716.0,-4912.0,24579.0,0.0
717.0,-5182.0,24549.0,0.0
719.0,-5444.0,24482.0,0.0
720.0,-5706.0,24417.0,0.0
722.0,-5971.0,24358.0,0.0
725.0,-6231.0,24291.0,0.0
728.0,-6489.0,24210.0,0.0
732.0,-6753.0,24147.0,0.0
737.0,-7016.0,24088.0,0.0
742.0,-7273.0,24002.0,0.0
746.0,-7527.0,23909.0,0.0
753.0,-7797.0,23865.0,0.0
761.0,-8072.0,23834.0,0.0
767.0,-8331.0,23752.0,0.0
775.0,-8601.0,23700.0,0.0
784.0,-8863.0,23627.0,0.0
792.0,-9123.0,23543.0,0.0
803.0,-9403.0,23511.0,0.0
813.0,-9671.0,23444.0,0.0
822.0,-9933.0,23363.0,0.0
834.0,-10207.0,23305.0,0.0
847.0,-10501.0,23292.0,0.0
860.0,-10768.0,23212.0,0.0
874.0,-11053.0,23171.0,0.0
886.0,-11317.0,23080.0,0.0
903.0,-11621.0,23069.0,0.0
917.0,-11890.0,22982.0,0.0
933.0,-12176.0,22926.0,0.0
950.0,-12467.0,22876.0,0.0
967.0,-12760.0,22825.0,0.0
985.0,-13048.0,22760.0,0.0
1003.0,-13341.0,22701.0,0.0
1023.0,-13640.0,22645.0,0.0
1044.0,-13937.0,22586.0,0.0
1064.0,-14235.0,22521.0,0.0
1086.0,-14554.0,22487.0,0.0
1108.0,-14852.0,22413.0,0.0
1133.0,-15181.0,22382.0,0.0
1157.0,-15494.0,22322.0,0.0
1181.0,-15807.0,22257.0,0.0
1209.0,-16143.0,22219.0,0.0
1235.0,-16462.0,22152.0,0.0
1258.0,-16729.0,22011.0,0.0
1273.0,-16879.0,21719.0,0.0
1320.0,-17449.0,21959.0,0.0
1340.0,-17659.0,21739.0,0.0
1372.0,-18007.0,21684.0,0.0
1364.0,-17827.0,21004.0,0.0
1381.0,-17979.0,20726.0,0.0
1478.0,-19143.0,21593.0,0.0
1427.0,-18401.0,20310.0,0.0
1471.0,-18857.0,20368.0,0.0
1518.0,-19362.0,20467.0,0.0
1557.0,-19735.0,20415.0,0.0
1592.0,-20074.0,20323.0,0.0
1628.0,-20404.0,20216.0,0.0
1665.0,-20741.0,20111.0,0.0
1710.0,-21151.0,20072.0,0.0
1749.0,-21502.0,19969.0,0.0
1773.0,-21641.0,19668.0,0.0
6.0,-84.0,74.0,0.0
7.0,-101.0,87.0,0.0
8.0,-111.0,94.0,0.0
7.0,-96.0,80.0,0.0
9.0,-116.0,95.0,0.0
9.0,-120.0,96.0,0.0
10.0,-120.0,94.0,0.0
10.0,-122.0,92.0,0.0
11.0,-126.0,94.0,0.0
11.0,-135.0,98.0,0.0
11.0,-140.0,100.0,0.0
13.0,-153.0,107.0,0.0
12.0,-143.0,97.0,0.0
14.0,-164.0,109.0,0.0
13.0,-151.0,98.0,0.0
16.0,-173.0,110.0,0.0
16.0,-175.0,108.0,0.0
16.0,-186.0,112.0,0.0
16.0,-184.0,108.0,0.0
19.0,-198.0,114.0,0.0
18.0,-195.0,109.0,0.0
19.0,-202.0,111.0,0.0
19.0,-200.0,107.0,0.0
21.0,-220.0,114.0,0.0
21.0,-215.0,109.0,0.0
23.0,-228.0,112.0,0.0
24.0,-243.0,116.0,0.0
23.0,-233.0,108.0,0.0
25.0,-242.0,109.0,0.0
26.0,-255.0,112.0,0.0
26.0,-257.0,109.0,0.0
26.0,-258.0,107.0,0.0
28.0,-262.0,105.0,0.0
29.0,-268.0,104.0,0.0
31.0,-292.0,110.0,0.0
33.0,-304.0,111.0,0.0
35.0,-320.0,113.0,0.0
36.0,-325.0,110.0,0.0
35.0,-318.0,105.0,0.0
36.0,-321.0,102.0,0.0
0.0,0.0,0.0,0.0
-22347.0,46443.0,38266.0,0.0
-22618.0,46119.0,38843.0,0.0
-22606.0,45222.0,38934.0,0.0
0.0,0.0,0.0,0.0
-22194.0,42716.0,38429.0,0.0
0.0,0.0,0.0,0.0
-21868.0,40477.0,38052.0,0.0
-21700.0,39381.0,37847.0,0.0
-18722.0,33309.0,32725.0,0.0
-18740.0,32681.0,32827.0,0.0
-18650.0,31875.0,32736.0,0.0
-18846.0,31562.0,33144.0,0.0
-18763.0,30787.0,33058.0,0.0
-18152.0,29177.0,32040.0,0.0
-18149.0,28570.0,32088.0,0.0
-18177.0,28018.0,32188.0,0.0
0.0,0.0,0.0,0.0
-18852.0,27846.0,33483.0,0.0
-17581.0,25411.0,31267.0,0.0
-17604.0,24892.0,31346.0,0.0
-17501.0,24206.0,31203.0,0.0
-17612.0,23819.0,31435.0,0.0
-17561.0,23216.0,31376.0,0.0
-16989.0,21949.0,30384.0,0.0
-17020.0,21484.0,30468.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17123.0,20115.0,30725.0,0.0
-16960.0,19437.0,30451.0,0.0
-17012.0,19016.0,30563.0,0.0
-17162.0,18701.0,30849.0,0.0
-17247.0,18313.0,31016.0,0.0
0.0,0.0,0.0,0.0
-18734.0,18861.0,33716.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-18122.0,13495.0,32633.0,0.0
-18038.0,12978.0,32473.0,0.0
-17988.0,12493.0,32375.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17925.0,11122.0,32223.0,0.0
-17902.0,10671.0,32164.0,0.0
0.0,0.0,0.0,0.0
-17716.0,9705.0,31794.0,0.0
-17525.0,9182.0,31433.0,0.0
-17601.0,8803.0,31545.0,0.0
-17951.0,8553.0,32149.0,0.0
-15026.0,6807.0,26891.0,0.0
-14076.0,6046.0,25169.0,0.0
-14050.0,5709.0,25101.0,0.0
-14018.0,5371.0,25019.0,0.0
-13980.0,5034.0,24928.0,0.0
-13962.0,4708.0,24869.0,0.0
-13923.0,4377.0,24774.0,0.0
-13918.0,4059.0,24736.0,0.0
-13885.0,3736.0,24650.0,0.0
-13851.0,3415.0,24559.0,0.0
-13838.0,3101.0,24502.0,0.0
-13804.0,2785.0,24411.0,0.0
-13789.0,2477.0,24352.0,0.0
-13767.0,2167.0,24279.0,0.0
-13757.0,1862.0,24225.0,0.0
-13713.0,1555.0,24112.0,0.0
-13718.0,1254.0,24082.0,0.0
-13697.0,954.0,24006.0,0.0
-13672.0,654.0,23924.0,0.0
-13658.0,357.0,23859.0,0.0
-13637.0,62.0,23781.0,0.0
-13632.0,-231.0,23728.0,0.0
-13635.0,-524.0,23688.0,0.0
-13604.0,-815.0,23588.0,0.0
-13604.0,-1106.0,23544.0,0.0
-14096.0,-1447.0,24347.0,2.0
-14760.0,-1829.0,25441.0,0.0
-14730.0,-2138.0,25334.0,2.0
-14584.0,-2426.0,25029.0,2.0
-14602.0,-2738.0,25005.0,2.0
-14486.0,-3022.0,24751.0,2.0
-14521.0,-3335.0,24750.0,2.0
-14594.0,-3659.0,24816.0,2.0
-14569.0,-3959.0,24714.0,2.0
-14581.0,-4268.0,24672.0,2.0
-14521.0,-4555.0,24508.0,2.0
-14541.0,-4865.0,24478.0,2.0
-14655.0,-5209.0,24605.0,2.0
-14769.0,-5559.0,24728.0,2.0
-14877.0,-5910.0,24840.0,2.0
-14996.0,-6269.0,24967.0,2.0
-15070.0,-6614.0,25017.0,2.0
-15226.0,-7000.0,25203.0,2.0
-15312.0,-7357.0,25267.0,2.0
-15400.0,-7720.0,25335.0,2.0
-15507.0,-8097.0,25431.0,2.0
-15588.0,-8464.0,25481.0,2.0
-15496.0,-8736.0,25248.0,2.0
-15386.0,-8994.0,24985.0,2.0
-15387.0,-9315.0,24901.0,2.0
-15350.0,-9612.0,24755.0,2.0
-15362.0,-9940.0,24686.0,2.0
-15336.0,-10242.0,24554.0,2.0
-15318.0,-10550.0,24435.0,2.0
-15353.0,-10895.0,24397.0,2.0
-15400.0,-11251.0,24379.0,2.0
-15431.0,-11596.0,24331.0,2.0
-15540.0,-12004.0,24405.0,2.0
-15571.0,-12354.0,24353.0,2.0
-15618.0,-12720.0,24325.0,2.0
-15734.0,-13145.0,24400.0,2.0
-15837.0,-13564.0,24453.0,2.0
-16009.0,-14051.0,24610.0,2.0
-16066.0,-14440.0,24584.0,2.0
-16020.0,-14738.0,24401.0,2.0
-16003.0,-15062.0,24259.0,2.0
-16216.0,-15608.0,24465.0,2.0
-16175.0,-15914.0,24283.0,2.0
-16063.0,-16147.0,23993.0,2.0
-16036.0,-16464.0,23830.0,2.0
-15949.0,-16718.0,23577.0,2.0
-15893.0,-17003.0,23370.0,2.0
-15226.0,-16618.0,22267.0,2.0
-14778.0,-16451.0,21491.0,2.0
-14454.0,-16405.0,20900.0,2.0
-14101.0,-16312.0,20272.0,2.0
-14087.0,-16606.0,20132.0,0.0
-14044.0,-16864.0,19949.0,0.0
-14148.0,-17301.0,19971.0,0.0
-14170.0,-17643.0,19876.0,0.0
-14240.0,-18047.0,19845.0,0.0
-14263.0,-18395.0,19745.0,0.0
-14294.0,-18757.0,19656.0,0.0
-14359.0,-19165.0,19606.0,0.0
-14381.0,-19522.0,19500.0,0.0
-14434.0,-19922.0,19429.0,0.0
-14478.0,-20315.0,19345.0,0.0
-14533.0,-20726.0,19270.0,0.0
-14583.0,-21135.0,19188.0,0.0
-14638.0,-21556.0,19108.0,0.0
-14689.0,-21974.0,19018.0,0.0
-14745.0,-22405.0,18932.0,0.0
-14790.0,-22824.0,18828.0,0.0
-14846.0,-23263.0,18734.0,0.0
-14885.0,-23680.0,18615.0,0.0
-1092.0,-1765.0,1354.0,0.0
-1078.0,-1768.0,1324.0,0.0
-17184.0,-28585.0,20888.0,0.0
-1014.0,-1712.0,1220.0,0.0
-1044.0,-1789.0,1244.0,0.0
-1048.0,-1823.0,1237.0,0.0
-1022.0,-1803.0,1193.0,0.0
-62.0,-112.0,72.0,0.0
-62.0,-113.0,71.0,0.0
-65.0,-121.0,73.0,0.0
-60.0,-113.0,68.0,0.0
-69.0,-133.0,77.0,0.0
-66.0,-128.0,72.0,0.0
-73.0,-143.0,78.0,0.0
-73.0,-146.0,79.0,0.0
-79.0,-159.0,83.0,0.0
-79.0,-160.0,81.0,0.0
-82.0,-171.0,84.0,0.0
-80.0,-167.0,80.0,0.0
-78.0,-167.0,77.0,0.0
-86.0,-185.0,84.0,0.0
-92.0,-199.0,87.0,0.0
-94.0,-208.0,88.0,0.0
-94.0,-209.0,86.0,0.0
-103.0,-232.0,92.0,0.0
-105.0,-241.0,93.0,0.0
-123.0,-286.0,107.0,0.0
-136.0,-321.0,115.0,0.0
-136.0,-323.0,112.0,0.0
-132.0,-319.0,107.0,0.0
-134.0,-327.0,105.0,0.0
-130.0,-322.0,100.0,0.0
-127.0,-320.0,95.0,0.0
-124.0,-315.0,90.0,0.0
-123.0,-318.0,87.0,0.0
-121.0,-316.0,83.0,0.0
-121.0,-318.0,80.0,0.0
-120.0,-321.0,77.0,0.0
-119.0,-323.0,74.0,0.0
-119.0,-327.0,71.0,0.0
-115.0,-323.0,67.0,0.0
0.0,0.0,0.0,0.0
-21856.0,46458.0,38577.0,0.0
-22001.0,45880.0,38942.0,0.0
-21883.0,44764.0,38836.0,0.0
0.0,0.0,0.0,0.0
-21560.0,42423.0,38457.0,0.0
-21390.0,41272.0,38244.0,0.0
-21195.0,40098.0,37982.0,0.0
-20988.0,38926.0,37693.0,0.0
-18199.0,33086.0,32753.0,0.0
-18210.0,32448.0,32838.0,0.0
-18225.0,31824.0,32928.0,0.0
-18222.0,31174.0,32980.0,0.0
-17581.0,29465.0,31876.0,0.0
-17652.0,28977.0,32057.0,0.0
-17630.0,28340.0,32066.0,0.0
-17680.0,27827.0,32206.0,0.0
-17587.0,27096.0,32081.0,0.0
-17098.0,25781.0,31230.0,0.0
-17110.0,25244.0,31291.0,0.0
-17106.0,24689.0,31321.0,0.0
-16986.0,23977.0,31135.0,0.0
-16966.0,23415.0,31132.0,0.0
-16978.0,22903.0,31183.0,0.0
-17247.0,22735.0,31705.0,0.0
-16592.0,21366.0,30525.0,0.0
-16514.0,20768.0,30406.0,0.0
-16400.0,20135.0,30217.0,0.0
-16367.0,19610.0,30176.0,0.0
-16612.0,19416.0,30643.0,0.0
-16594.0,18913.0,30626.0,0.0
-16742.0,18600.0,30914.0,0.0
-16865.0,18256.0,31153.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17600.0,13343.0,32528.0,0.0
-17540.0,12846.0,32408.0,0.0
-17482.0,12357.0,32289.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-17056.0,9085.0,31384.0,0.0
-17116.0,8701.0,31473.0,0.0
-17564.0,8505.0,32272.0,0.0
-13733.0,6320.0,25211.0,0.0
-13696.0,5976.0,25121.0,0.0
-13677.0,5643.0,25064.0,0.0
-13664.0,5314.0,25015.0,0.0
-13632.0,4981.0,24932.0,0.0
-13601.0,4652.0,24850.0,0.0
-13562.0,4322.0,24752.0,0.0
-13541.0,4002.0,24686.0,0.0
-13525.0,3685.0,24627.0,0.0
-13501.0,3368.0,24551.0,0.0
-13481.0,3054.0,24482.0,0.0
-13454.0,2743.0,24403.0,0.0
-13441.0,2435.0,24343.0,0.0
-13424.0,2128.0,24276.0,0.0
-13406.0,1823.0,24210.0,0.0
-13379.0,1520.0,24123.0,0.0
-13355.0,1218.0,24043.0,0.0
-13349.0,921.0,23993.0,0.0
-13337.0,624.0,23932.0,0.0
-13312.0,328.0,23845.0,0.0
-13298.0,35.0,23779.0,0.0
-13293.0,-257.0,23725.0,0.0
-13285.0,-548.0,23669.0,0.0
-13253.0,-837.0,23567.0,0.0
-13252.0,-1126.0,23517.0,0.0
-13767.0,-1469.0,24382.0,2.0
-14360.0,-1845.0,25382.0,0.0
-14339.0,-2153.0,25290.0,2.0
-14218.0,-2441.0,25022.0,2.0
-14273.0,-2759.0,25063.0,2.0
-14172.0,-3045.0,24828.0,2.0
-14125.0,-3339.0,24690.0,2.0
-14238.0,-3671.0,24827.0,2.0
-14223.0,-3972.0,24741.0,2.0
-14138.0,-4251.0,24532.0,2.0
-14132.0,-4551.0,24459.0,2.0
-14255.0,-4895.0,24609.0,2.0
-14434.0,-5264.0,24852.0,2.0
-14492.0,-5594.0,24886.0,2.0
-14574.0,-5935.0,24956.0,2.0
-14667.0,-6285.0,25045.0,2.0
-14795.0,-6654.0,25191.0,2.0
-14865.0,-7002.0,25236.0,2.0
-15021.0,-7394.0,25424.0,2.0
-15106.0,-7757.0,25490.0,2.0
-15197.0,-8126.0,25563.0,2.0
-15227.0,-8465.0,25532.0,2.0
-15166.0,-8754.0,25348.0,2.0
-15133.0,-9056.0,25208.0,2.0
-15096.0,-9354.0,25061.0,2.0
-15077.0,-9664.0,24943.0,2.0
-15029.0,-9953.0,24777.0,2.0
-15076.0,-10305.0,24765.0,2.0
-15103.0,-10644.0,24717.0,2.0
-15126.0,-10983.0,24662.0,2.0
-15162.0,-11333.0,24626.0,2.0
-15178.0,-11669.0,24556.0,2.0
-15252.0,-12053.0,24581.0,2.0
-15267.0,-12392.0,24505.0,2.0
-15316.0,-12760.0,24482.0,2.0
-15382.0,-13145.0,24482.0,2.0
-15468.0,-13552.0,24514.0,2.0
-15585.0,-13990.0,24591.0,2.0
-15767.0,-14494.0,24767.0,2.0
-15682.0,-14756.0,24520.0,2.0
-15682.0,-15096.0,24407.0,2.0
-15827.0,-15581.0,24516.0,2.0
-15848.0,-15946.0,24427.0,2.0
-15811.0,-16254.0,24250.0,2.0
-15663.0,-16446.0,23903.0,2.0
-15543.0,-16662.0,23597.0,2.0
-15524.0,-16985.0,23444.0,2.0
-14905.0,-16637.0,22388.0,2.0
-14513.0,-16522.0,21679.0,2.0
-14211.0,-16494.0,21109.0,2.0
-13839.0,-16373.0,20441.0,2.0
-13736.0,-16559.0,20169.0,0.0
-13694.0,-16816.0,19988.0,0.0
-13792.0,-17249.0,20007.0,0.0
-13808.0,-17581.0,19905.0,0.0
-13868.0,-17975.0,19865.0,0.0
-13891.0,-18321.0,19767.0,0.0
-13934.0,-18701.0,19698.0,0.0
-13974.0,-19076.0,19619.0,0.0
-14015.0,-19458.0,19540.0,0.0
-14039.0,-19819.0,19434.0,0.0
-14087.0,-20216.0,19358.0,0.0
-14131.0,-20613.0,19274.0,0.0
-14180.0,-21021.0,19194.0,0.0
-14234.0,-21439.0,19116.0,0.0
-14276.0,-21844.0,19019.0,0.0
-14332.0,-22277.0,18938.0,0.0
-14391.0,-22717.0,18856.0,0.0
-14440.0,-23145.0,18756.0,0.0
-14493.0,-23588.0,18661.0,0.0
0.0,0.0,0.0,0.0
-1024.0,-1718.0,1295.0,0.0
-1040.0,-1771.0,1303.0,0.0
-1024.0,-1770.0,1270.0,0.0
-1011.0,-1774.0,1243.0,0.0
-1001.0,-1781.0,1217.0,0.0
-56.0,-103.0,68.0,0.0
-65.0,-120.0,78.0,0.0
-63.0,-117.0,74.0,0.0
-64.0,-122.0,75.0,0.0
-64.0,-123.0,74.0,0.0
-63.0,-123.0,72.0,0.0
-73.0,-146.0,83.0,0.0
-76.0,-153.0,85.0,0.0
-73.0,-147.0,80.0,0.0
-74.0,-151.0,79.0,0.0
-77.0,-161.0,82.0,0.0
-83.0,-177.0,87.0,0.0
-78.0,-169.0,81.0,0.0
-81.0,-176.0,83.0,0.0
-84.0,-183.0,84.0,0.0
-82.0,-184.0,82.0,0.0
-88.0,-200.0,86.0,0.0
-97.0,-221.0,92.0,0.0
-97.0,-224.0,90.0,0.0
-102.0,-239.0,93.0,0.0
-110.0,-263.0,99.0,0.0
-131.0,-315.0,115.0,0.0
-135.0,-330.0,116.0,0.0
-128.0,-319.0,108.0,0.0
-129.0,-326.0,107.0,0.0
-127.0,-321.0,100.0,0.0
-124.0,-318.0,97.0,0.0
-120.0,-314.0,91.0,0.0
-121.0,-320.0,89.0,0.0
-120.0,-321.0,86.0,0.0
-116.0,-316.0,81.0,0.0
-116.0,-320.0,78.0,0.0
-115.0,-323.0,75.0,0.0
-118.0,-333.0,73.0,0.0
-114.0,-325.0,69.0,0.0
-21063.0,46713.0,38236.0,0.0
-21248.0,46229.0,38679.0,0.0
-21406.0,45681.0,39066.0,0.0
-21206.0,44386.0,38800.0,0.0
-20934.0,42973.0,38395.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-20533.0,39729.0,37912.0,0.0
-20382.0,38656.0,37708.0,0.0
-17711.0,32924.0,32832.0,0.0
-17657.0,32166.0,32792.0,0.0
-17804.0,31780.0,33124.0,0.0
-17574.0,30733.0,32751.0,0.0
-17133.0,29346.0,31978.0,0.0
-17183.0,28826.0,32123.0,0.0
-17081.0,28059.0,31977.0,0.0
-16959.0,27271.0,31791.0,0.0
-17038.0,26817.0,31981.0,0.0
-16562.0,25509.0,31124.0,0.0
-16660.0,25107.0,31346.0,0.0
-16587.0,24449.0,31240.0,0.0
-16325.0,23532.0,30778.0,0.0
-16503.0,23255.0,31141.0,0.0
-16626.0,22899.0,31401.0,0.0
0.0,0.0,0.0,0.0
-16130.0,21201.0,30510.0,0.0
-16075.0,20634.0,30428.0,0.0
-16175.0,20266.0,30636.0,0.0
-16221.0,19831.0,30739.0,0.0
-16207.0,19329.0,30728.0,0.0
-16240.0,18885.0,30804.0,0.0
-16355.0,18536.0,31033.0,0.0
-16325.0,18026.0,30987.0,0.0
0.0,0.0,0.0,0.0
-17584.0,18402.0,33391.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
