//X,Y,Z,Classification
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19226,32184,32801,0.0
0,0,0,0.0
-19046,30615,32625,0.0
0,0,0,0.0
-18664,28787,32088,0.0
-18517,27969,31890,0.0
-18694,27645,32246,0.0
-18464,26729,31898,0.0
-17929,25401,31020,0.0
-18031,24994,31238,0.0
-17986,24388,31202,0.0
-18036,23915,31326,0.0
-17862,23156,31059,0.0
-17766,22510,30925,0.0
0,0,0,0.0
-17462,21116,30457,0.0
-17490,20651,30531,0.0
-17445,20105,30477,0.0
-17347,19507,30328,0.0
-17483,19175,30586,0.0
0,0,0,0.0
-17681,18425,30969,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18412,13021,32307,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-12894,7560,22584,0.0
-13150,7398,23023,0.0
-13181,7105,23064,0.0
-13712,7069,23977,0.0
-13744,6767,24020,0.0
-13529,6347,23626,0.0
-13670,6098,23855,0.0
-13620,5763,23748,0.0
-13544,5422,23596,0.0
-13549,5117,23583,0.0
-12614,4479,21934,0.0
-12758,4244,22163,0.0
-13371,4149,23202,0.0
-13396,3858,23222,0.0
-13372,3555,23152,0.0
-13345,3253,23078,0.0
-13203,2928,22804,0.0
-12775,2554,22036,0.0
-12669,2257,21823,0.0
-13045,2040,22440,0.0
-12741,1717,21884,0.0
-12627,1429,21658,0.0
-12699,1164,21746,0.0
-13119,922,22430,0.0
-13047,639,22270,0.0
-12534,347,21357,0.0
-13034,85,22170,0.0
-13027,-190,22119,0.0
-12899,-460,21861,0.0
-12602,-715,21317,0.0
-12741,-989,21510,0.0
-12016,-1185,20245,0.0
-12550,-1499,21101,0.0
-12554,-1762,21062,0.0
-12004,-1934,20097,0.0
-12733,-2315,21269,0.0
-12855,-2604,21424,0.0
-12756,-2848,21211,0.0
-12648,-3085,20980,0.0
-12589,-3329,20831,0.0
-12588,-3588,20777,0.0
-12771,-3902,21026,0.0
-12801,-4174,21019,0.0
-12811,-4440,20979,0.0
-12794,-4696,20894,0.0
-12779,-4953,20812,0.0
-12770,-5211,20738,0.0
-12778,-5474,20689,0.0
-12760,-5726,20598,0.0
-12668,-5944,20388,0.0
-12736,-6235,20433,0.0
-12566,-6409,20098,0.0
-12535,-6648,19982,0.0
-12677,-6982,20142,0.0
-12771,-7295,20223,0.0
-12773,-7556,20155,0.0
-12750,-7803,20049,0.0
-12646,-7998,19815,0.0
-12517,-8172,19540,0.0
-12453,-8385,19368,0.0
-12486,-8663,19345,0.0
-12426,-8875,19175,0.0
-12474,-9165,19173,0.0
-12725,-9612,19480,0.0
-12659,-9821,19299,0.0
-12649,-10074,19202,0.0
-12602,-10296,19049,0.0
-12847,-10761,19332,0.0
-12927,-11097,19366,0.0
-12943,-11378,19301,0.0
-12918,-11625,19174,0.0
-12888,-11866,19038,0.0
-12923,-12167,18996,0.0
-12919,-12435,18897,0.0
-12884,-12671,18750,0.0
-12717,-12773,18410,0.0
-12808,-13135,18444,0.0
-12775,-13369,18295,0.0
-13012,-13893,18532,0.0
-13059,-14221,18494,0.0
-13004,-14438,18311,0.0
-12352,-13978,17289,0.0
-13138,-15149,18279,0.0
-13188,-15492,18236,0.0
-12928,-15465,17764,0.0
-13002,-15837,17752,0.0
-13334,-16531,18085,0.0
-13248,-16714,17847,0.0
-12650,-16238,16925,0.0
-12672,-16547,16837,0.0
-12689,-16849,16738,0.0
-13689,-18482,17924,0.0
-13752,-18874,17870,0.0
-13749,-19179,17730,0.0
-12959,-18369,16579,0.0
-12915,-18601,16391,0.0
-12929,-18916,16272,0.0
-12946,-19238,16156,0.0
-12942,-19532,16012,0.0
-12944,-19835,15871,0.0
-12960,-20163,15747,0.0
-12953,-20455,15591,0.0
-13005,-20846,15505,0.0
-13031,-21197,15384,0.0
-14374,-23725,16797,0.0
-14445,-24191,16706,0.0
-13054,-22179,14938,0.0
-13284,-22895,15036,0.0
-13167,-23017,14736,0.0
0,0,0,0.0
-1034,-1860,1131,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-983,-1998,949,0.0
-967,-1993,919,0.0
-80,-168,75,0.0
-75,-160,69,0.0
-82,-178,75,0.0
-81,-177,72,0.0
-94,-208,82,0.0
-99,-223,84,0.0
-129,-294,108,0.0
-145,-334,119,0.0
-146,-338,116,0.0
-142,-334,110,0.0
-145,-345,110,0.0
-137,-332,102,0.0
-128,-314,92,0.0
-126,-314,89,0.0
-126,-318,86,0.0
-128,-325,84,0.0
-123,-320,79,0.0
-127,-331,78,0.0
-128,-340,76,0.0
-125,-336,71,0.0
-124,-336,68,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-21910,41358,38034,0.0
0,0,0,0.0
0,0,0,0.0
-18643,33170,32589,0.0
-18721,32649,32796,0.0
-18565,31731,32588,0.0
-18689,31301,32869,0.0
-18600,30521,32773,0.0
-18114,29116,31973,0.0
-18139,28555,32071,0.0
0,0,0,0.0
-18010,27178,31941,0.0
-18150,26809,32236,0.0
-17530,25336,31175,0.0
-17545,24809,31242,0.0
-17399,24064,31020,0.0
-17339,23450,30948,0.0
