//X,Y,Z,Classification
-23379,48434,38729,0.0
-23446,47669,38966,0.0
-23636,47155,39404,0.0
0,0,0,0.0
0,0,0,0.0
-22713,42788,38193,0.0
0,0,0,0.0
0,0,0,0.0
-19434,34533,32932,0.0
-19440,33868,33020,0.0
-19172,32743,32637,0.0
-19323,32344,32965,0.0
0,0,0,0.0
0,0,0,0.0
-18821,29638,32300,0.0
0,0,0,0.0
-18589,28077,32013,0.0
-18204,26921,31400,0.0
-18245,26412,31521,0.0
-18199,25783,31486,0.0
-17891,24800,30998,0.0
-18028,24443,31273,0.0
-18319,24291,31818,0.0
0,0,0,0.0
-17604,22304,30643,0.0
0,0,0,0.0
-17493,21152,30509,0.0
-17472,20630,30500,0.0
-17384,20035,30371,0.0
-17705,19910,30955,0.0
-17883,19615,31288,0.0
-19431,20778,34014,0.0
-19374,20190,33934,0.0
0,0,0,0.0
-19191,18967,33644,0.0
-19149,18417,33583,0.0
-19023,17796,33373,0.0
-18995,17273,33332,0.0
-18896,16693,33164,0.0
-18875,16189,33132,0.0
-18775,15622,32957,0.0
-18766,15139,32944,0.0
-18632,14562,32708,0.0
-12076,9137,21198,0.0
-12346,9035,21668,0.0
-12570,8889,22057,0.0
-12560,8574,22034,0.0
-12620,8308,22131,0.0
-12852,8151,22532,0.0
-12515,7636,21932,0.0
-12783,7494,22390,0.0
-12769,7184,22355,0.0
-12725,6859,22267,0.0
-12684,6540,22180,0.0
-12651,6229,22110,0.0
-12625,5923,22047,0.0
-12584,5613,21958,0.0
-12546,5309,21876,0.0
-12507,5007,21790,0.0
-12111,4574,21081,0.0
-11744,4170,20424,0.0
-11725,3899,20367,0.0
-11714,3634,20327,0.0
-11991,3453,20785,0.0
-11819,3141,20463,0.0
-11909,2903,20594,0.0
-12270,2721,21192,0.0
-12111,2421,20891,0.0
-12213,2175,21039,0.0
-12125,1896,20857,0.0
-12134,1634,20842,0.0
-12155,1375,20846,0.0
-12127,1112,20766,0.0
-12069,848,20635,0.0
-11995,587,20474,0.0
-11890,329,20260,0.0
-11865,76,20182,0.0
-11803,-172,20040,0.0
-11768,-420,19944,0.0
-11773,-668,19915,0.0
-11770,-915,19870,0.0
-11772,-1161,19834,0.0
-11788,-1408,19820,0.0
-11804,-1656,19805,0.0
-11785,-1899,19729,0.0
-11805,-2147,19719,0.0
-11837,-2398,19727,0.0
-11779,-2630,19585,0.0
-11773,-2871,19529,0.0
-11728,-3102,19407,0.0
-11747,-3348,19388,0.0
-11765,-3595,19370,0.0
-11753,-3833,19300,0.0
-11756,-4075,19251,0.0
-11738,-4309,19170,0.0
-11712,-4539,19074,0.0
-11739,-4790,19064,0.0
-11711,-5017,18963,0.0
-11578,-5196,18692,0.0
-11557,-5422,18600,0.0
-11555,-5658,18541,0.0
-11595,-5914,18545,0.0
-11714,-6213,18673,0.0
-11740,-6466,18654,0.0
-11780,-6729,18654,0.0
-11768,-6962,18568,0.0
-11746,-7188,18470,0.0
-11742,-7426,18397,0.0
-11768,-7683,18370,0.0
-11790,-7938,18335,0.0
-11780,-8173,18251,0.0
-11741,-8386,18120,0.0
-11831,-8693,18185,0.0
-11919,-9002,18246,0.0
-11940,-9264,18203,0.0
-11618,-9253,17638,0.0
-11127,-9092,16818,0.0
-10529,-8820,15844,0.0
-11924,-10235,17862,0.0
-12042,-10586,17957,0.0
-10688,-9618,15865,0.0
-12106,-11146,17882,0.0
-12121,-11413,17818,0.0
-12153,-11697,17777,0.0
-12175,-11972,17717,0.0
-12206,-12260,17671,0.0
-12234,-12546,17618,0.0
-12265,-12837,17566,0.0
-12309,-13143,17531,0.0
-12336,-13434,17471,0.0
-12368,-13731,17414,0.0
-12422,-14057,17387,0.0
-12437,-14342,17304,0.0
-12474,-14652,17248,0.0
-12510,-14967,17191,0.0
-12556,-15293,17144,0.0
-12587,-15605,17072,0.0
-12624,-15927,17007,0.0
-12668,-16260,16949,0.0
-12728,-16618,16910,0.0
-12765,-16950,16838,0.0
-12808,-17292,16770,0.0
-12851,-17637,16701,0.0
-12907,-18005,16644,0.0
-12964,-18376,16585,0.0
-12990,-18709,16486,0.0
-13057,-19105,16435,0.0
-13115,-19489,16367,0.0
-13184,-19898,16311,0.0
-13215,-20251,16205,0.0
-13303,-20696,16164,0.0
-13360,-21098,16081,0.0
-13339,-21381,15903,0.0
-13485,-21936,15919,0.0
-13501,-22284,15778,0.0
-12999,-21770,15035,0.0
-12878,-21880,14736,0.0
-12908,-22246,14609,0.0
-12764,-22312,14285,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-1025,-1974,1050,0.0
0,0,0,0.0
0,0,0,0.0
-1046,-2099,1026,0.0
-1014,-2062,979,0.0
-1012,-2085,961,0.0
-1011,-2112,945,0.0
-79,-169,73,0.0
-94,-203,85,0.0
-101,-221,90,0.0
-103,-227,89,0.0
-116,-259,99,0.0
-149,-336,124,0.0
-153,-351,125,0.0
-147,-343,117,0.0
-146,-344,114,0.0
-146,-349,111,0.0
-136,-330,101,0.0
-137,-335,99,0.0
-135,-334,94,0.0
-132,-331,89,0.0
-130,-330,86,0.0
-133,-343,85,0.0
-131,-342,80,0.0
-129,-341,77,0.0
-127,-342,73,0.0
-129,-349,70,0.0
-22556,47774,38508,0.0
-22833,47453,39097,0.0
-22766,46422,39099,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19237,35608,33474,0.0
-18883,34269,32934,0.0
-18913,33649,33060,0.0
-18603,32442,32587,0.0
-18664,31899,32760,0.0
-18320,30682,32220,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18338,28267,32473,0.0
-17722,26744,31432,0.0
-17790,26276,31596,0.0
-17599,25437,31298,0.0
-17805,25177,31705,0.0
-17742,24539,31633,0.0
-17152,23196,30614,0.0
-17193,22729,30719,0.0
-17079,22066,30546,0.0
-16999,21456,30430,0.0
-17171,21170,30765,0.0
-17119,20605,30695,0.0
-17090,20078,30667,0.0
-17356,19892,31163,0.0
-17353,19397,31177,0.0
0,0,0,0.0
-18876,20042,33946,0.0
-18748,19390,33732,0.0
-18764,18892,33771,0.0
0,0,0,0.0
-18553,17676,33409,0.0
-18498,17129,33316,0.0
-18466,16611,33263,0.0
-18397,16064,33142,0.0
-18269,15476,32911,0.0
-18344,15065,33046,0.0
-18142,14433,32679,0.0
-11759,9054,21179,0.0
-11982,8923,21576,0.0
-12589,9057,22663,0.0
-12523,8697,22538,0.0
-12549,8404,22578,0.0
-12568,8106,22604,0.0
-12271,7614,22059,0.0
-12472,7435,22408,0.0
-12442,7115,22342,0.0
-12401,6794,22255,0.0
-12361,6476,22169,0.0
-12332,6167,22102,0.0
-12284,5854,22002,0.0
-12256,5551,21932,0.0
-12223,5251,21856,0.0
-12147,4935,21699,0.0
-12172,4663,21725,0.0
-11458,4126,20429,0.0
-11440,3858,20377,0.0
-11418,3589,20317,0.0
-11588,3380,20595,0.0
-11541,3105,20487,0.0
-11669,2876,20689,0.0
-11721,2626,20755,0.0
-11718,2365,20723,0.0
-11707,2102,20676,0.0
-11751,1849,20723,0.0
-11746,1590,20685,0.0
-11720,1328,20608,0.0
-11711,1071,20560,0.0
-11635,810,20393,0.0
-11682,559,20441,0.0
-11609,304,20277,0.0
-11655,53,20322,0.0
-11653,-197,20283,0.0
-11603,-446,20159,0.0
-11615,-695,20141,0.0
-11644,-946,20150,0.0
-11650,-1196,20122,0.0
-11645,-1443,20072,0.0
-11630,-1687,20003,0.0
-11607,-1931,19921,0.0
-11609,-2177,19879,0.0
-11607,-2422,19832,0.0
-11584,-2661,19745,0.0
-11592,-2906,19712,0.0
-11571,-3144,19627,0.0
-11547,-3380,19539,0.0
-11555,-3624,19503,0.0
-11542,-3861,19429,0.0
-11526,-4097,19351,0.0
-11533,-4341,19311,0.0
-11514,-4574,19226,0.0
-11509,-4812,19162,0.0
-11514,-5053,19115,0.0
-11189,-5143,18522,0.0
-11148,-5357,18397,0.0
-11169,-5599,18375,0.0
-11171,-5833,18320,0.0
-11520,-6255,18832,0.0
-11543,-6507,18808,0.0
-11552,-6753,18759,0.0
-11551,-6993,18693,0.0
-11553,-7235,18632,0.0
-11562,-7481,18580,0.0
-11566,-7724,18519,0.0
-11575,-7972,18463,0.0
-11576,-8215,18397,0.0
-11592,-8468,18350,0.0
-11610,-8724,18307,0.0
-11626,-8980,18257,0.0
-11653,-9246,18226,0.0
-11661,-9497,18163,0.0
-10732,-8967,16645,0.0
-10497,-8991,16208,0.0
-10604,-9307,16302,0.0
-11719,-10533,17932,0.0
-10354,-9526,15771,0.0
-11787,-11095,17870,0.0
-11815,-11372,17825,0.0
-11839,-11649,17775,0.0
-11852,-11915,17705,0.0
-11901,-12219,17686,0.0
-11916,-12490,17615,0.0
-11962,-12796,17588,0.0
-11974,-13070,17512,0.0
-12017,-13377,17475,0.0
-12044,-13668,17415,0.0
-12084,-13979,17372,0.0
-12128,-14296,17333,0.0
-12142,-14579,17246,0.0
-12169,-14882,17179,0.0
-12214,-15208,17133,0.0
-12253,-15529,17076,0.0
-12303,-15868,17033,0.0
-12348,-16203,16979,0.0
-12385,-16531,16912,0.0
-12425,-16866,16847,0.0
-12468,-17208,16782,0.0
-12515,-17559,16720,0.0
-12571,-17927,16669,0.0
-12613,-18280,16596,0.0
-12653,-18632,16516,0.0
-12711,-19014,16457,0.0
-12762,-19391,16386,0.0
-12820,-19783,16320,0.0
-12857,-20144,16223,0.0
-12919,-20552,16155,0.0
-12987,-20973,16092,0.0
-13040,-21374,16006,0.0
-13065,-21734,15882,0.0
-12897,-21773,15523,0.0
-12790,-21907,15237,0.0
-12769,-22190,15054,0.0
-12629,-22263,14729,0.0
-12411,-22192,14315,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-994,-1907,1080,0.0
-999,-1943,1072,0.0
0,0,0,0.0
-973,-1944,1014,0.0
-981,-1987,1009,0.0
0,0,0,0.0
-989,-2059,987,0.0
-962,-2029,944,0.0
-983,-2100,949,0.0
-82,-178,78,0.0
-83,-185,78,0.0
-95,-212,87,0.0
-106,-240,95,0.0
-108,-247,95,0.0
-139,-323,120,0.0
-150,-354,128,0.0
-142,-340,118,0.0
-141,-341,114,0.0
-142,-348,112,0.0
-135,-335,104,0.0
-132,-333,99,0.0
-134,-340,98,0.0
-131,-335,93,0.0
-127,-331,87,0.0
-125,-332,83,0.0
-127,-342,82,0.0
-125,-341,78,0.0
-127,-349,75,0.0
-124,-347,71,0.0
-21976,47614,38679,0.0
-22141,47065,39080,0.0
-22031,45943,38995,0.0
-21854,44704,38785,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18320,34658,32830,0.0
-18397,34122,33040,0.0
-18345,33353,33016,0.0
-18386,32761,33155,0.0
-18404,32136,33251,0.0
-17830,30505,32273,0.0
0,0,0,0.0
-17786,29196,32300,0.0
-17757,28545,32297,0.0
-17193,27060,31319,0.0
-17273,26612,31508,0.0
-17268,26038,31542,0.0
-17153,25306,31368,0.0
-17147,24749,31397,0.0
-17037,24048,31229,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-16410,21131,30190,0.0
-16533,20791,30440,0.0
-16758,20574,30876,0.0
-16671,19973,30735,0.0
-16938,19797,31246,0.0
-18471,21053,34092,0.0
-18401,20444,33978,0.0
-18295,19804,33795,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18034,17509,33348,0.0
-18041,17022,33363,0.0
-17946,16447,33191,0.0
-17861,15888,33032,0.0
-17812,15370,32942,0.0
0,0,0,0.0
-17712,14349,32750,0.0
-11465,8989,21196,0.0
-11747,8906,21711,0.0
-11991,8782,22155,0.0
-12268,8672,22658,0.0
-12273,8364,22660,0.0
-12181,7994,22482,0.0
-12180,7689,22468,0.0
-12142,7362,22385,0.0
-12111,7045,22316,0.0
-12064,6720,22214,0.0
-12039,6412,22153,0.0
-12000,6100,22067,0.0
-11966,5794,21986,0.0
-11941,5496,21923,0.0
-11917,5199,21859,0.0
-11866,4895,21746,0.0
-11835,4603,21669,0.0
-11165,4079,20419,0.0
-11129,3806,20334,0.0
-11113,3542,20282,0.0
-11289,3336,20579,0.0
-11197,3051,20387,0.0
-11386,2840,20705,0.0
-11644,2639,21146,0.0
-11562,2357,20970,0.0
-11574,2096,20964,0.0
-11576,1835,20936,0.0
-11561,1573,20878,0.0
-11562,1313,20848,0.0
-11517,1051,20734,0.0
-11467,791,20610,0.0
-11495,537,20626,0.0
-11464,282,20534,0.0
-11457,30,20486,0.0
-11441,-221,20421,0.0
-11408,-471,20324,0.0
-11403,-720,20275,0.0
-11385,-967,20204,0.0
