//X,Y,Z,Classification
-23049,47751,38182,0.0
-23253,47278,38645,0.0
-23397,46678,39004,0.0
-23316,45640,38985,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-22269,39570,37736,0.0
-19387,33776,32930,0.0
-19377,33092,32986,0.0
-19526,32685,33312,0.0
-19283,31633,32965,0.0
0,0,0,0.0
-18805,29612,32272,0.0
-18741,28907,32221,0.0
-18824,28434,32419,0.0
-18771,27759,32379,0.0
-18178,26316,31406,0.0
-18173,25747,31442,0.0
-17985,24929,31157,0.0
-18159,24622,31502,0.0
-18175,24100,31569,0.0
-18369,23813,31942,0.0
0,0,0,0.0
-17490,21652,30476,0.0
-17422,21067,30387,0.0
-17375,20515,30330,0.0
-17520,20191,30608,0.0
-17633,19829,30828,0.0
-17772,19492,31092,0.0
-17784,19017,31132,0.0
-19367,20181,33921,0.0
0,0,0,0.0
-19109,18886,33501,0.0
0,0,0,0.0
-19098,17864,33502,0.0
0,0,0,0.0
0,0,0,0.0
-18915,16221,33201,0.0
0,0,0,0.0
-18777,15148,32963,0.0
0,0,0,0.0
0,0,0,0.0
-18594,13607,32633,0.0
-18515,13093,32488,0.0
-12975,8857,22762,0.0
-13197,8688,23145,0.0
-13519,8574,23702,0.0
-13561,8275,23764,0.0
-13540,7939,23718,0.0
-13470,7579,23583,0.0
-13412,7229,23469,0.0
-13376,6897,23390,0.0
-13325,6560,23287,0.0
-13291,6236,23211,0.0
-13263,5916,23145,0.0
-12921,5468,22529,0.0
-13031,5217,22702,0.0
-13138,4961,22868,0.0
-13091,4648,22765,0.0
-13048,4340,22666,0.0
-13037,4044,22623,0.0
-12938,3726,22428,0.0
-12377,3290,21430,0.0
-12912,3148,22330,0.0
-12608,2796,21776,0.0
-12472,2493,21514,0.0
-12659,2254,21807,0.0
-12795,2001,22009,0.0
-12760,1719,21917,0.0
-12746,1442,21861,0.0
-12736,1167,21810,0.0
-12697,892,21709,0.0
-12681,621,21646,0.0
-12600,349,21470,0.0
-12581,81,21400,0.0
-12267,-179,20829,0.0
-12189,-435,20658,0.0
-12171,-690,20587,0.0
-12166,-945,20539,0.0
-12538,-1236,21125,0.0
-12518,-1496,21046,0.0
-12490,-1752,20957,0.0
-12478,-2010,20888,0.0
-12472,-2268,20834,0.0
-12441,-2520,20733,0.0
-12439,-2777,20683,0.0
-10509,-2563,17432,0.0
-10808,-2858,17884,0.0
-10782,-3073,17797,0.0
-10688,-3266,17595,0.0
-10598,-3456,17403,0.0
-10496,-3638,17188,0.0
-10518,-3861,17178,0.0
-10909,-4228,17767,0.0
-10913,-4453,17721,0.0
-10897,-4667,17644,0.0
-10586,-4751,17090,0.0
-10491,-4923,16885,0.0
-10480,-5131,16815,0.0
-10458,-5333,16725,0.0
-10518,-5579,16767,0.0
-10498,-5783,16681,0.0
-10454,-5971,16554,0.0
-10493,-6208,16559,0.0
-10498,-6425,16508,0.0
-10497,-6639,16448,0.0
-10523,-6870,16426,0.0
-10560,-7110,16422,0.0
-10554,-7322,16351,0.0
-10801,-7715,16669,0.0
-10869,-7986,16706,0.0
-10925,-8252,16726,0.0
-10947,-8494,16690,0.0
-10989,-8752,16683,0.0
-11007,-8992,16636,0.0
-11015,-9228,16576,0.0
-10572,-9075,15839,0.0
-10448,-9184,15580,0.0
-11024,-9920,16363,0.0
-11066,-10187,16346,0.0
-11077,-10429,16282,0.0
-12627,-12152,18468,0.0
-12643,-12433,18398,0.0
-12681,-12737,18359,0.0
-12719,-13041,18314,0.0
-12732,-13325,18235,0.0
-12289,-13122,17503,0.0
-12379,-13480,17531,0.0
-12423,-13792,17491,0.0
-12797,-14482,17913,0.0
-12859,-14827,17890,0.0
-12907,-15162,17848,0.0
-12968,-15513,17819,0.0
-12975,-15804,17715,0.0
-13023,-16146,17663,0.0
-13072,-16493,17612,0.0
-13116,-16836,17549,0.0
-13165,-17190,17491,0.0
-13205,-17535,17419,0.0
-13207,-17831,17293,0.0
-13166,-18071,17110,0.0
-13324,-18586,17182,0.0
-13375,-18958,17111,0.0
-13440,-19357,17056,0.0
-13442,-19667,16918,0.0
-13131,-19513,16387,0.0
-13494,-20365,16694,0.0
-13638,-20899,16723,0.0
-13704,-21319,16651,0.0
-13785,-21769,16593,0.0
-13829,-22166,16488,0.0
-13883,-22583,16390,0.0
-13945,-23018,16297,0.0
-13665,-22885,15804,0.0
-13403,-22772,15336,0.0
-1042,-1796,1179,0.0
-1016,-1777,1138,0.0
-1049,-1861,1161,0.0
-1037,-1865,1134,0.0
-1024,-1868,1107,0.0
-1032,-1907,1100,0.0
-973,-1825,1025,0.0
-994,-1890,1033,0.0
