//X,Y,Z,Classification
0,0,0,0.0
-22969,46698,38172,0.0
-23267,46418,38787,0.0
-851,1667,1424,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19254,31587,32917,0.0
-19274,30982,33015,0.0
0,0,0,0.0
0,0,0,0.0
-18683,28220,32175,0.0
-18586,27485,32059,0.0
-18535,26831,32021,0.0
-1022,1448,1768,0.0
-18094,25081,31347,0.0
-18015,24427,31252,0.0
0,0,0,0.0
-18080,23439,31441,0.0
-18167,23018,31624,0.0
0,0,0,0.0
-728,880,1271,0.0
0,0,0,0.0
-17295,19933,30216,0.0
-17443,19614,30495,0.0
-17243,18912,30167,0.0
-17559,18777,30738,0.0
0,0,0,0.0
-19319,19611,33855,0.0
-19223,18998,33700,0.0
-19124,18392,33539,0.0
0,0,0,0.0
0,0,0,0.0
-561,496,987,0.0
-1231,1056,2162,0.0
0,0,0,0.0
-18710,15094,32844,0.0
0,0,0,0.0
-1525,1155,2679,0.0
-18555,13578,32564,0.0
-18544,13113,32540,0.0
-10157,6934,17820,0.0
-10270,6762,18012,0.0
-10419,6608,18267,0.0
0,0,0,0.0
-12101,7095,21197,0.0
-10304,5798,18040,0.0
-10315,5560,18049,0.0
-10123,5220,17704,0.0
-10275,5058,17956,0.0
-10575,4961,18468,0.0
-12136,5414,21177,0.0
-12104,5122,21105,0.0
-12094,4842,21070,0.0
-8885,3355,15464,0.0
-8872,3151,15428,0.0
-8884,2954,15432,0.0
-8885,2756,15418,0.0
-8883,2558,15397,0.0
-8892,2364,15395,0.0
-8896,2169,15384,0.0
-8887,1971,15350,0.0
-8886,1776,15328,0.0
-8894,1584,15320,0.0
-8899,1391,15308,0.0
-8897,1199,15284,0.0
-8890,1006,15247,0.0
-8905,816,15248,0.0
-8901,626,15218,0.0
-8899,435,15189,0.0
-8906,246,15176,0.0
-8903,57,15145,0.0
-8911,-130,15131,0.0
-8909,-318,15100,0.0
