//X,Y,Z,Classification
0,0,0,0.0
-22991,46744,38210,0.0
-23366,46618,38954,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19242,32862,32756,0.0
0,0,0,0.0
-19317,31688,33023,0.0
-19253,30946,32978,0.0
-18600,29289,31920,0.0
-18599,28687,31977,0.0
-18613,28115,32055,0.0
-18586,27487,32061,0.0
-17953,25990,31017,0.0
-18048,25570,31225,0.0
-17969,24907,31131,0.0
0,0,0,0.0
-18076,23967,31395,0.0
-18013,23351,31322,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-17413,20068,30421,0.0
-17428,19599,30470,0.0
-17618,19325,30824,0.0
-17593,18813,30798,0.0
-19357,20171,33904,0.0
-19254,19544,33740,0.0
-19150,18927,33572,0.0
-19044,18316,33399,0.0
-19010,17781,33348,0.0
-18948,17230,33249,0.0
-18864,16664,33109,0.0
-18805,16128,33008,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18440,13495,32364,0.0
0,0,0,0.0
-18338,12519,32169,0.0
0,0,0,0.0
0,0,0,0.0
-18075,11029,31675,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18198,8960,31804,0.0
-18583,8718,32452,0.0
-14613,6518,25500,0.0
-14580,6170,25423,0.0
-14529,5816,25311,0.0
-14522,5485,25276,0.0
-14521,5156,25250,0.0
-14488,4819,25168,0.0
-14482,4493,25131,0.0
-14434,4157,25021,0.0
-14452,3842,25022,0.0
-14380,3505,24868,0.0
-14392,3192,24858,0.0
-14362,2870,24773,0.0
-14331,2552,24685,0.0
-14296,2235,24591,0.0
-14287,1926,24539,0.0
-14254,1613,24445,0.0
-14212,1303,24338,0.0
-14222,1000,24315,0.0
-14185,694,24212,0.0
-14201,393,24199,0.0
-14166,91,24096,0.0
-14147,-207,24020,0.0
-14122,-504,23934,0.0
-14072,-798,23804,0.0
-14503,-1127,24484,0.0
-14885,-1468,25079,0.0
-15662,-1872,26333,2.0
-15779,-2214,26472,2.0
-16285,-2624,27262,2.0
-16478,-2997,27524,2.0
-16765,-3396,27941,2.0
-16821,-3755,27968,2.0
-16903,-4122,28039,2.0
-17019,-4501,28160,2.0
-17064,-4864,28165,2.0
-17061,-5213,28087,2.0
-17176,-5601,28203,2.0
-17152,-5945,28087,2.0
-17175,-6305,28049,2.0
-16708,-6475,27210,2.0
-16847,-6874,27357,2.0
-16998,-7282,27523,2.0
-17150,-7697,27686,2.0
-17312,-8122,27861,2.0
0,0,0,0.0
0,0,0,0.0
-17339,-9197,27639,2.0
-17254,-9503,27413,2.0
-17894,-10221,28334,2.0
-17911,-10597,28264,2.0
-17754,-10866,27918,2.0
-17800,-11258,27889,2.0
-17624,-11507,27511,2.0
-17490,-11777,27200,2.0
-17345,-12033,26871,2.0
-17236,-12311,26598,2.0
-17848,-13114,27434,2.0
0,0,0,0.0
-17751,-13773,27062,2.0
-17604,-14021,26724,2.0
-17526,-14320,26491,2.0
-17342,-14527,26096,2.0
-17319,-14866,25945,2.0
-17112,-15042,25516,2.0
-16923,-15230,25119,2.0
0,0,0,0.0
-16654,-15681,24482,2.0
-16465,-15846,24081,2.0
-16374,-16102,23827,2.0
-16153,-16224,23383,2.0
-15944,-16349,22958,0.0
-15584,-16309,22318,0.0
-15229,-16261,21691,0.0
-14867,-16190,21054,0.0
-14604,-16215,20564,0.0
-14566,-16483,20388,0.0
-14653,-16896,20387,0.0
-14714,-17283,20345,0.0
-14728,-17618,20236,0.0
-14748,-17963,20135,0.0
-14793,-18339,20063,0.0
-14864,-18752,20024,0.0
-14912,-19140,19950,0.0
-14992,-19575,19918,0.0
-15002,-19920,19788,0.0
-15032,-20295,19683,0.0
-15103,-20729,19628,0.0
-15134,-21112,19516,0.0
-15227,-21584,19481,0.0
-15250,-21963,19353,0.0
-15305,-22392,19262,0.0
-15336,-22791,19140,0.0
-15417,-23266,19074,0.0
-15626,-23944,19160,0.0
-15771,-24535,19161,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-974,-1979,939,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-91,-197,82,0.0
-92,-200,81,0.0
-96,-213,83,0.0
-104,-234,89,0.0
-146,-331,122,0.0
-157,-361,128,0.0
-153,-357,123,0.0
-150,-353,117,0.0
-148,-353,113,0.0
-144,-347,106,0.0
-143,-351,104,0.0
-138,-342,97,0.0
-138,-345,94,0.0
-138,-353,92,0.0
-136,-350,86,0.0
-137,-356,84,0.0
-136,-359,81,0.0
-133,-354,76,0.0
-136,-371,75,0.0
0,0,0,0.0
0,0,0,0.0
-22601,46085,38814,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18587,31130,32690,0.0
-18056,29629,31815,0.0
-18094,29082,31937,0.0
-18066,28439,31940,0.0
-18068,27851,31995,0.0
-17902,27015,31750,0.0
-17528,25890,31132,0.0
-17513,25313,31146,0.0
-17513,24764,31185,0.0
0,0,0,0.0
-17375,23497,31012,0.0
-17325,22904,30955,0.0
0,0,0,0.0
0,0,0,0.0
-16921,20862,30317,0.0
-16615,19999,29793,0.0
0,0,0,0.0
-17061,19555,30635,0.0
-17217,19246,30934,0.0
-17247,18794,31003,0.0
-17246,18313,31016,0.0
-18696,19336,33638,0.0
-18610,18736,33493,0.0
-18576,18198,33441,0.0
-18523,17647,33355,0.0
-18451,17087,33232,0.0
-18293,16455,32952,0.0
-18235,15923,32849,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18095,13933,32591,0.0
0,0,0,0.0
0,0,0,0.0
-17997,12499,32390,0.0
0,0,0,0.0
0,0,0,0.0
-17714,10991,31842,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-17532,9186,31446,0.0
-17843,8924,31981,0.0
0,0,0,0.0
-14263,6460,25523,0.0
-14256,6124,25492,0.0
-14219,5777,25402,0.0
-14184,5434,25316,0.0
-14170,5103,25265,0.0
-14135,4766,25178,0.0
-14107,4434,25100,0.0
-14075,4105,25014,0.0
-14044,3778,24931,0.0
-14044,3462,24902,0.0
-14003,3138,24796,0.0
