//X,Y,Z,Classification
0,0,0,0.0
-23214,47198,38580,0.0
-23317,46519,38872,0.0
0,0,0,0.0
0,0,0,0.0
-22827,43002,38384,0.0
-22784,42098,38414,0.0
0,0,0,0.0
-19701,35008,33385,0.0
0,0,0,0.0
-19322,33000,32893,0.0
0,0,0,0.0
-19070,31285,32602,0.0
-18742,30125,32104,0.0
-18751,29527,32179,0.0
-18643,28753,32051,0.0
-18484,27920,31834,0.0
-18612,27525,32105,0.0
-18117,26226,31298,0.0
-18175,25750,31446,0.0
-18089,25074,31339,0.0
-17811,24150,30897,0.0
-17950,23802,31178,0.0
-20164,26139,35062,0.0
-17549,22236,30550,0.0
-17554,21731,30588,0.0
0,0,0,0.0
-17272,20393,30150,0.0
-17386,20037,30374,0.0
-17477,19654,30557,0.0
-17631,19338,30846,0.0
-17784,19017,31133,0.0
0,0,0,0.0
0,0,0,0.0
-19247,19022,33743,0.0
-19187,18454,33650,0.0
-19050,17820,33420,0.0
0,0,0,0.0
-9378,8285,16460,0.0
-9364,8031,16437,0.0
-9362,7789,16434,0.0
-9473,7642,16631,0.0
-9631,7527,16906,0.0
-9655,7304,16947,0.0
-9498,6950,16670,0.0
-9229,6525,16193,0.0
-9366,6393,16430,0.0
-9415,6198,16512,0.0
-9707,6155,17018,0.0
-8016,4892,14049,0.0
-7949,4661,13924,0.0
-7957,4476,13930,0.0
-7964,4293,13936,0.0
-7964,4106,13927,0.0
-7967,3922,13923,0.0
-7970,3739,13919,0.0
-7982,3560,13930,0.0
-7965,3370,13888,0.0
-7963,3188,13872,0.0
-7967,3009,13867,0.0
-7970,2830,13859,0.0
-7973,2652,13852,0.0
-7963,2470,13817,0.0
-7977,2297,13828,0.0
-7971,2119,13802,0.0
-7974,1943,13789,0.0
-7977,1769,13779,0.0
-7984,1596,13772,0.0
-7979,1421,13746,0.0
-7981,1248,13729,0.0
-7983,1075,13713,0.0
-7984,903,13693,0.0
-7990,732,13684,0.0
-7994,562,13668,0.0
-7995,391,13647,0.0
-7993,221,13620,0.0
-7989,51,13591,0.0
-7995,-116,13575,0.0
-7991,-285,13543,0.0
-7999,-453,13531,0.0
-8006,-622,13515,0.0
-8000,-789,13479,0.0
-7999,-956,13449,0.0
-7999,-1123,13421,0.0
-8004,-1289,13399,0.0
-8015,-1458,13388,0.0
-8006,-1622,13343,0.0
-8014,-1789,13323,0.0
-8018,-1956,13300,0.0
-8024,-2122,13277,0.0
-8012,-2284,13225,0.0
-8025,-2452,13213,0.0
-8024,-2617,13176,0.0
-8029,-2783,13148,0.0
-8032,-2949,13117,0.0
-8024,-3110,13069,0.0
-8026,-3275,13034,0.0
-8033,-3441,13007,0.0
-8031,-3604,12965,0.0
-8039,-3772,12939,0.0
-8038,-3935,12895,0.0
-8030,-4095,12842,0.0
-8033,-4261,12806,0.0
-8044,-4430,12781,0.0
-8042,-4593,12733,0.0
-8047,-4761,12698,0.0
-8047,-4925,12656,0.0
-8040,-5085,12598,0.0
-8041,-5250,12553,0.0
-8034,-5410,12495,0.0
-8043,-5580,12461,0.0
-8048,-5749,12421,0.0
-8043,-5910,12362,0.0
-8055,-6083,12331,0.0
-8051,-6247,12275,0.0
-8051,-6412,12222,0.0
-8051,-6578,12169,0.0
-8044,-6739,12106,0.0
-8050,-6910,12060,0.0
-8050,-7077,12004,0.0
-8051,-7244,11949,0.0
-8056,-7417,11901,0.0
-8053,-7581,11837,0.0
-8055,-7753,11783,0.0
-8053,-7919,11719,0.0
-8055,-8091,11662,0.0
-8062,-8267,11609,0.0
-8062,-8436,11545,0.0
-8068,-8615,11492,0.0
-8059,-8777,11414,0.0
-8070,-8960,11363,0.0
-8069,-9131,11295,0.0
-8066,-9301,11222,0.0
-8066,-9476,11155,0.0
-8073,-9657,11093,0.0
-8068,-9826,11015,0.0
-8071,-10006,10947,0.0
-8067,-10179,10870,0.0
-8072,-10363,10801,0.0
-8077,-10546,10732,0.0
-8078,-10725,10655,0.0
-8071,-10897,10568,0.0
-8073,-11080,10491,0.0
-8075,-11265,10414,0.0
-8079,-11451,10335,0.0
-8084,-11642,10259,0.0
-8084,-11828,10175,0.0
-8085,-12015,10090,0.0
-8083,-12199,10001,0.0
-8085,-12390,9915,0.0
-8095,-12594,9836,0.0
-8091,-12777,9739,0.0
-8085,-12961,9640,0.0
-8098,-13173,9561,0.0
-8099,-13369,9465,0.0
-8097,-13561,9365,0.0
-8104,-13769,9274,0.0
-8097,-13956,9166,0.0
-8091,-14145,9056,0.0
-8107,-14372,8969,0.0
-8107,-14575,8862,0.0
-8107,-14780,8755,0.0
-8110,-14990,8648,0.0
-8105,-15189,8531,0.0
-8109,-15405,8423,0.0
-8107,-15613,8306,0.0
-8107,-15825,8188,0.0
-10247,-20273,10198,0.0
-79,-160,79,0.0
-69,-142,67,0.0
-68,-140,65,0.0
-80,-168,75,0.0
-78,-167,72,0.0
-84,-180,76,0.0
-92,-201,82,0.0
-94,-208,81,0.0
-107,-239,91,0.0
-129,-294,108,0.0
-140,-323,115,0.0
-140,-325,111,0.0
-141,-333,110,0.0
-139,-332,105,0.0
-131,-317,97,0.0
-131,-321,94,0.0
-127,-315,89,0.0
-126,-317,86,0.0
-125,-318,82,0.0
-123,-318,79,0.0
-126,-329,78,0.0
-125,-330,74,0.0
-121,-326,70,0.0
-125,-339,69,0.0
-22347,47330,38149,0.0
-22616,47003,38728,0.0
-22756,46400,39080,0.0
-22538,45086,38816,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19263,34960,33597,0.0
-18806,33458,32872,0.0
-18738,32678,32823,0.0
0,0,0,0.0
-18802,31489,33065,0.0
-18232,29917,32124,0.0
-18215,29277,32151,0.0
-17876,28139,31604,0.0
-18428,28405,32633,0.0
-18198,27461,32274,0.0
-17658,26083,31363,0.0
-17669,25538,31423,0.0
-17479,24716,31125,0.0
-17734,24528,31617,0.0
-17628,23840,31463,0.0
-17081,22582,30520,0.0
-17102,22095,30586,0.0
-17035,21503,30494,0.0
0,0,0,0.0
-17124,20611,30704,0.0
-17098,20086,30679,0.0
-16932,19406,30401,0.0
-17218,19246,30934,0.0
-17312,18865,31119,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18498,17130,33317,0.0
-18423,16572,33187,0.0
-9290,8112,16736,0.0
-9363,7932,16868,0.0
-9477,7783,17073,0.0
-9625,7657,17338,0.0
-9529,7337,17163,0.0
-9549,7110,17195,0.0
-9202,6621,16566,0.0
-9211,6397,16579,0.0
-9269,6206,16676,0.0
-9566,6170,17205,0.0
-9739,6043,17507,0.0
-7959,4745,14301,0.0
-7943,4543,14264,0.0
-7951,4356,14270,0.0
-7959,4170,14275,0.0
-7964,3983,14275,0.0
-7962,3794,14260,0.0
-7957,3604,14239,0.0
-7975,3425,14259,0.0
-7959,3234,14221,0.0
-7964,3052,14216,0.0
-7963,2867,14199,0.0
-7964,2685,14185,0.0
-7966,2504,14174,0.0
-7977,2327,14176,0.0
-7980,2147,14166,0.0
-7974,1965,14138,0.0
-7973,1786,14119,0.0
-7976,1609,14106,0.0
-7977,1432,14089,0.0
-7970,1254,14057,0.0
-7982,1080,14057,0.0
-7979,904,14031,0.0
-7996,731,14038,0.0
-7989,556,14003,0.0
-7996,382,13990,0.0
-7992,209,13962,0.0
-7991,36,13935,0.0
-7992,-135,13910,0.0
-7987,-307,13877,0.0
-7986,-478,13849,0.0
-7984,-648,13817,0.0
-7997,-821,13812,0.0
-7997,-991,13783,0.0
-7994,-1161,13751,0.0
-7995,-1330,13721,0.0
-8003,-1500,13706,0.0
-8008,-1671,13682,0.0
-8010,-1839,13653,0.0
-8019,-2011,13637,0.0
-8018,-2178,13602,0.0
-8019,-2347,13569,0.0
-8015,-2515,13529,0.0
-8024,-2685,13507,0.0
-8017,-2850,13460,0.0
-8022,-3019,13432,0.0
-8016,-3185,13385,0.0
-8028,-3356,13366,0.0
-8023,-3521,13321,0.0
-8025,-3688,13284,0.0
-8028,-3857,13248,0.0
-8023,-4022,13200,0.0
-8027,-4190,13163,0.0
-8034,-4362,13134,0.0
-8029,-4527,13083,0.0
-8021,-4689,13026,0.0
-8018,-4853,12976,0.0
-8030,-5028,12949,0.0
-8033,-5198,12909,0.0
-8037,-5368,12868,0.0
-8030,-5531,12810,0.0
-8034,-5700,12767,0.0
-8035,-5870,12719,0.0
