//X,Y,Z,Classification
0,0,0,0.0
-22955,46672,38151,0.0
-23230,46344,38725,0.0
-23221,45454,38826,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-19208,33464,32625,0.0
-19221,32825,32720,0.0
-19150,32056,32671,0.0
-19208,31509,32836,0.0
0,0,0,0.0
-18684,29422,32064,0.0
-18535,28588,31866,0.0
0,0,0,0.0
-18536,27412,31974,0.0
0,0,0,0.0
-18014,25521,31166,0.0
-17987,24933,31162,0.0
0,0,0,0.0
-17878,23706,31053,0.0
-18048,23396,31382,0.0
-18242,23113,31754,0.0
0,0,0,0.0
-17344,20972,30249,0.0
-17163,20265,29961,0.0
-17256,19888,30148,0.0
-17446,19618,30502,0.0
-17334,19011,30325,0.0
-17623,18845,30851,0.0
-17581,18321,30793,0.0
-19252,19543,33737,0.0
-19190,18966,33642,0.0
-19092,18361,33483,0.0
-18970,17745,33280,0.0
-18864,17152,33100,0.0
-18862,16662,33105,0.0
-18777,16104,32959,0.0
-18806,15648,33012,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
-18324,12509,32146,0.0
0,0,0,0.0
-18397,11668,32252,0.0
-18102,11045,31723,0.0
0,0,0,0.0
-17984,10118,31486,0.0
0,0,0,0.0
-17981,9271,31444,0.0
-18190,8955,31788,0.0
-14362,6737,25080,0.0
-14337,6396,25020,0.0
-14296,6049,24926,0.0
-14258,5708,24839,0.0
-14224,5372,24758,0.0
-14222,5050,24731,0.0
-14198,4722,24664,0.0
-14170,4396,24588,0.0
-14095,4059,24432,0.0
-14079,3743,24378,0.0
-14048,3424,24294,0.0
-14047,3116,24261,0.0
-14050,2808,24235,0.0
-14010,2495,24133,0.0
-13999,2189,24080,0.0
-13980,1884,24014,0.0
-13947,1579,23921,0.0
-13910,1275,23820,0.0
-13935,980,23825,0.0
-13881,680,23693,0.0
-13891,384,23671,0.0
-13855,90,23567,0.0
-13850,-203,23516,0.0
-13777,-492,23349,0.0
-13763,-781,23281,0.0
-14442,-1122,24381,0.0
-15056,-1485,25366,2.0
-15140,-1809,25456,2.0
-15206,-2134,25513,2.0
-15333,-2471,25671,2.0
-15393,-2800,25713,2.0
-15485,-3136,25807,2.0
-15502,-3461,25775,2.0
-15680,-3824,26010,2.0
-15641,-4137,25881,2.0
-16787,-4785,27708,2.0
-16740,-5115,27561,2.0
-15535,-5066,25509,2.0
-16752,-5806,27433,2.0
-16513,-6061,26967,2.0
-16389,-6352,26691,2.0
-16491,-6728,26779,2.0
-16727,-7165,27084,2.0
-16834,-7555,27177,2.0
-17004,-7979,27367,2.0
-17169,-8406,27547,2.0
-17128,-8735,27393,2.0
-17046,-9041,27173,2.0
-16931,-9325,26901,2.0
-17572,-10037,27825,2.0
-17500,-10353,27614,2.0
-17551,-10742,27597,2.0
-17490,-11062,27403,2.0
-17348,-11326,27081,2.0
-17203,-11583,26754,2.0
-17073,-11845,26451,2.0
-16947,-12105,26154,2.0
-17461,-12831,26839,2.0
-17575,-13275,26904,2.0
-17465,-13550,26625,2.0
-17355,-13822,26346,2.0
-17262,-14104,26092,2.0
-17066,-14297,25681,2.0
-16960,-14559,25408,2.0
-16824,-14790,25088,2.0
-16695,-15024,24780,2.0
-16556,-15244,24457,2.0
-16338,-15383,24016,2.0
-16151,-15544,23623,2.0
-16083,-15815,23402,2.0
-15890,-15960,23003,2.0
-15741,-16141,22666,2.0
-15567,-16291,22294,0.0
-15039,-16057,21419,0.0
-14900,-16226,21103,0.0
-14471,-16067,20377,0.0
-14324,-16210,20050,0.0
-14320,-16513,19923,0.0
-14401,-16916,19914,0.0
-14396,-17221,19782,0.0
-14479,-17635,19768,0.0
-14531,-18014,19708,0.0
-14530,-18331,19575,0.0
-14590,-18728,19520,0.0
-14626,-19097,19432,0.0
-14687,-19501,19372,0.0
-14730,-19888,19287,0.0
-14782,-20288,19210,0.0
-14831,-20688,19124,0.0
-14866,-21073,19019,0.0
-14944,-21524,18966,0.0
-15000,-21946,18879,0.0
